,process,product_name,type,unit,value,product_type,carbon_content,data_source,flow_amount,flowxvalue,ghg,bdv,health
1963,"propylene, from ethylene by dimerization and oct_biogenic_short",ethylene_biogenic_short,RAW MATERIALS,kg,-1.0915946937271612,intermediate,0.85714,ihsmarkit,0.0,-0.0,,,
1964,"vinyl_chloride, from ethylene by a balanced process_biogenic_short",ethylene_biogenic_short,RAW MATERIALS,kg,-0.4674,intermediate,0.85714,ihsmarkit,20.16930579045274,-9.42713352645761,,,
1965,"ethylene_glycol, from ethylene via eo_biogenic_short",ethylene_glycol_biogenic_short,PRODUCT,kg,1.0,intermediate,0.387,ihsmarkit,29.037012658088596,29.037012658088596,,,
1966,"pef, from fdca_biogenic_short",ethylene_glycol_biogenic_short,RAW MATERIALS,kg,-0.3517,intermediate,0.387,ihsmarkit,0.0,-0.0,,,
1967,"pet, by tpa process_biogenic_short",ethylene_glycol_biogenic_short,RAW MATERIALS,kg,-0.328665,intermediate,0.387,ihsmarkit,88.34835670998919,-29.037012658088596,,,
1968,"ethylene_oxide, from ethylene by oxygen oxidation_biogenic_short",ethylene_oxide_biogenic_short,PRODUCT,kg,1.0,intermediate,0.545,ihsmarkit,1.7315828061055296,1.7315828061055296,,,
1969,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",ethylene_oxide_biogenic_short,RAW MATERIALS,kg,-0.1007,intermediate,0.545,ihsmarkit,17.195459842160176,-1.7315828061055296,,,
1970,"pef, from fdca_biogenic_short",fdca_biogenic_short,RAW MATERIALS,kg,-0.8850456521739131,intermediate,0.4615,ihsmarkit,0.0,-0.0,,,
1971,"polymeric_mdi, by phosgenation_biogenic_short",formaldehyde_biogenic_short,RAW MATERIALS,kg,-0.0588735527677667,intermediate,0.4,ihsmarkit,30.30279300522746,-1.7840330830039706,,,
1972,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",glycerin,RAW MATERIALS,kg,-0.031,raw_material,0.39,ihsmarkit,17.195459842160176,-0.5330592551069655,-3.231729102989914,-0.0,-1.6444032843055251e-06
1973,"gpps, by continuous bulk polymerization_biogenic_short",gpps_biogenic_short,PRODUCT,kg,1.0,intermediate,0.857,ihsmarkit,28.593499266927996,28.593499266927996,,,
1974,"hdpe, by gas phase process_biogenic_short",hdpe_biogenic_short,PRODUCT,kg,1.0,intermediate,0.857,ihsmarkit,35.031680050245676,35.031680050245676,,,
1975,"dinitrotoluene, from toluene by nitration_biogenic_short",heat_high,UTILITIES,MJ,-4.186799983008,intermediate,0.0,ihsmarkit,7.812033806032183,-32.707423006353466,,,
1976,"gpps, by continuous bulk polymerization_biogenic_short",heat_high,UTILITIES,MJ,-0.511836299316,intermediate,0.0,ihsmarkit,28.593499266927996,-14.635190849279185,,,
1977,"hips, by continuous bulk polymerization_biogenic_short",heat_high,UTILITIES,MJ,-0.511836299316,intermediate,0.0,ihsmarkit,0.5191252872095113,-0.2657071658866719,,,
1978,"nitrobenzene, from benzene by nitration_biogenic_short",heat_high,UTILITIES,MJ,-1.265460306048,intermediate,0.0,ihsmarkit,31.1633907472147,-39.43603399246373,,,
1979,"pbat, from aliphatic aromatic copolyester process_biogenic_short",heat_high,UTILITIES,MJ,-1.396297810224,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
1980,"pef, from fdca_biogenic_short",heat_high,UTILITIES,MJ,-24.120154809504,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
1981,"pet, by tpa process_biogenic_short",heat_high,UTILITIES,MJ,-2.141548195752,intermediate,0.0,ihsmarkit,88.34835670998919,-189.20226390993147,,,
1982,"phenol, from cumene_biogenic_short",heat_high,UTILITIES,MJ,-0.1416385417425289,intermediate,0.0,ihsmarkit,2.339150144278339,-0.33131381535241006,,,
1983,"pla, by ring-opening polymerization_biogenic_short",heat_high,UTILITIES,MJ,-1.3674866586120002,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
1984,"polymeric_mdi, by phosgenation_biogenic_short",heat_high,UTILITIES,MJ,-0.8178489562221349,intermediate,0.0,ihsmarkit,30.30279300522746,-24.78310762994069,,,
1985,"propylene, from ethylene by dimerization and oct_biogenic_short",heat_high,UTILITIES,MJ,-1.1898546033548971,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
1986,"propylene_oxide, by the hppo process_biogenic_short",heat_high,UTILITIES,MJ,-0.2318326935024316,intermediate,0.0,ihsmarkit,15.728687117623913,-3.646423899735749,,,
1987,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",heat_high,UTILITIES,MJ,-0.9080375841879154,intermediate,0.0,ihsmarkit,29.292372273189507,-26.598574954080075,,,
1988,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",heat_high,UTILITIES,MJ,-0.7163421552996925,intermediate,0.0,ihsmarkit,76.04452281277254,-54.47389737043812,,,
1989,"vinyl_chloride, from ethylene by a balanced process_biogenic_short",heat_high,UTILITIES,MJ,-2.6586179824320006,intermediate,0.0,ihsmarkit,20.16930579045274,-53.62247906766753,,,
1990,"hips, by continuous bulk polymerization_biogenic_short",hips_biogenic_short,PRODUCT,kg,1.0,intermediate,0.923,ihsmarkit,0.5191252872095113,0.5191252872095113,,,
1991,"adipic_acid, from phenol via cyclohexanol_biogenic_short",hydrogen,RAW MATERIALS,kg,-0.0392631553237625,intermediate,0.0,ihsmarkit,3.479319993026045,-0.13660908130725385,,,
1992,"phenol, from cumene_biogenic_short",hydrogen,RAW MATERIALS,kg,-0.000189499987654,intermediate,0.0,ihsmarkit,2.339150144278339,-0.0004432689234615976,,,
1993,"propylene_oxide, by the hppo process_biogenic_short",hydrogen,RAW MATERIALS,kg,-0.0454438799967717,intermediate,0.0,ihsmarkit,15.728687117623913,-0.7147725698800701,,,
1994,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",hydrogen,RAW MATERIALS,kg,-0.0016906177,intermediate,0.0,ihsmarkit,76.04452281277254,-0.12856221625532704,,,
1995,"pla, by ring-opening polymerization_biogenic_short",lactic_acid_biogenic_short,RAW MATERIALS,kg,-1.2408,intermediate,0.4,ihsmarkit,0.0,-0.0,,,
1996,"ldpe, by gas phase process_biogenic_short",ldpe_biogenic_short,PRODUCT,kg,1.0,intermediate,0.857,ihsmarkit,19.87651010202944,19.87651010202944,,,
1997,"acetic_acid, from methanol carbonylation_biogenic_short",methanol_biogenic_short,RAW MATERIALS,kg,-0.5403866666666666,intermediate,0.375,ihsmarkit,3.6914936162658702,-1.9948339303151923,,,
1998,"propylene_oxide, by the hppo process_biogenic_short",methanol_biogenic_short,RAW MATERIALS,kg,-0.0109879911622418,intermediate,0.375,ihsmarkit,15.728687117623913,-0.17282667504211802,,,
1999,"adipic_acid, from phenol via cyclohexanol_biogenic_short",n2o_emission,EMISSION,kg,0.0115570981922834,emission,0.0,ihsmarkit,3.479319993026045,0.040210842801776794,273.0,0.0,0.0
2000,"adipic_acid, from phenol via cyclohexanol_biogenic_short",nitric_acid,RAW MATERIALS,kg,-0.3677951888688839,intermediate,0.0,ihsmarkit,3.479319993026045,-1.279677153970298,,,
2001,"dinitrotoluene, from toluene by nitration_biogenic_short",nitric_acid,RAW MATERIALS,kg,-0.6204954973821992,intermediate,0.0,ihsmarkit,7.812033806032183,-4.847331802040494,,,
2002,"nitrobenzene, from benzene by nitration_biogenic_short",nitric_acid,RAW MATERIALS,kg,-0.310896,intermediate,0.0,ihsmarkit,31.1633907472147,-9.688573529746062,,,
2003,"nitrobenzene, from benzene by nitration_biogenic_short",nitrobenzene_biogenic_short,PRODUCT,kg,1.0,intermediate,0.585,ihsmarkit,31.1633907472147,31.1633907472147,,,
2004,"acetic_acid, from methanol carbonylation_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0015290560277777,intermediate,0.0,ihsmarkit,3.6914936162658702,-0.005644500565454229,,,
2005,"hdpe, by gas phase process_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.056118906275,intermediate,0.0,ihsmarkit,35.031680050245676,-1.9659395693955244,,,
2006,"ldpe, by gas phase process_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0229817142333333,intermediate,0.0,ihsmarkit,19.87651010202944,-0.4567962751208031,,,
2007,"phenol, from cumene_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0297184861140256,intermediate,0.0,ihsmarkit,2.339150144278339,-0.0695160010813568,,,
2008,"pla, by ring-opening polymerization_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.00474083935,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2009,"polymeric_mdi, by phosgenation_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.05084843568375,intermediate,0.0,ihsmarkit,30.30279300522746,-1.540849621164298,,,
2010,"polyol_polyester, from adipic acid and deg_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.01788996135,intermediate,0.0,ihsmarkit,5.4467352228839605,-0.0974418826210777,,,
2011,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0542203349,intermediate,0.0,ihsmarkit,17.195459842160176,-0.9323435914014259,,,
2012,"pp, by gas phase process_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0360898923083333,intermediate,0.0,ihsmarkit,57.252245867039065,-2.06622738775166,,,
2013,"propylene, from ethylene by dimerization and oct_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0075485661396023,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2014,"propylene_oxide, by the hppo process_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0065482201352913,intermediate,0.0,ihsmarkit,15.728687117623913,-0.1029949056853218,,,
2015,"pvc, by suspension polymerization_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0068807540666666,intermediate,0.0,ihsmarkit,20.061375589779725,-0.13803739167230292,,,
2016,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0022744600618506,intermediate,0.0,ihsmarkit,29.292372273189507,-0.06662433085222941,,,
2017,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0076500746615384,intermediate,0.0,ihsmarkit,76.04452281277254,-0.58174627711877,,,
2018,"diethylene_glycol, from ethylene via eo_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.8323112824063907,intermediate,0.0,ihsmarkit,2.7239122849642685,-2.2671429270611325,,,
2019,"ethylene_glycol, from ethylene via eo_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.5619049526950435,intermediate,0.0,ihsmarkit,29.037012658088596,-16.31604122404865,,,
2020,"ethylene_oxide, from ethylene by oxygen oxidation_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.8113049999999999,intermediate,0.0,ihsmarkit,1.7315828061055296,-1.4048417885074467,,,
2021,"phenol, from cumene_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.069653073671096,intermediate,0.0,ihsmarkit,2.339150144278339,-0.16292899732717397,,,
2022,"polymeric_mdi, by phosgenation_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.0483438440574428,intermediate,0.0,ihsmarkit,30.30279300522746,-1.4649534995496847,,,
2023,"propylene_oxide, by the hppo process_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.5269147493203485,intermediate,0.0,ihsmarkit,15.728687117623913,-8.287677229721,,,
2024,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.0470089334141988,intermediate,0.0,ihsmarkit,29.292372273189507,-1.3770031777342888,,,
2025,"vinyl_chloride, from ethylene by a balanced process_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.1378,intermediate,0.0,ihsmarkit,20.16930579045274,-2.7793303379243874,,,
2026,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",p-xylene_biogenic_short,RAW MATERIALS,kg,-0.6547607692307693,intermediate,0.9056603773584906,ihsmarkit,76.04452281277254,-49.79097025267774,,,
2027,"pbat, from aliphatic aromatic copolyester process_biogenic_short",pbat_biogenic_short,PRODUCT,kg,1.0,intermediate,0.633,ihsmarkit,0.0,0.0,,,
2028,"pef, from fdca_biogenic_short",pef_biogenic_short,PRODUCT,kg,1.0,intermediate,0.52747,ihsmarkit,0.0,0.0,,,
2029,"pet, by tpa process_biogenic_short",pet_biogenic_short,PRODUCT,kg,1.0,intermediate,0.63,ihsmarkit,88.34835670998919,88.34835670998919,,,
2030,"adipic_acid, from phenol via cyclohexanol_biogenic_short",phenol_biogenic_short,RAW MATERIALS,kg,-0.6723009521880527,intermediate,0.766,ihsmarkit,3.479319993026045,-2.339150144278339,,,
2031,"phenol, from cumene_biogenic_short",phenol_biogenic_short,PRODUCT,kg,1.0,intermediate,0.766,ihsmarkit,2.339150144278339,2.339150144278339,,,
2032,"pla, by ring-opening polymerization_biogenic_short",pla_biogenic_short,PRODUCT,kg,1.0,intermediate,0.5,ihsmarkit,0.0,0.0,,,
2033,"hips, by continuous bulk polymerization_biogenic_short",polybutadiene_biogenic_short,RAW MATERIALS,kg,-0.0688999999999999,intermediate,0.888,ihsmarkit,0.5191252872095113,-0.03576773228873528,,,
2034,"polybutadiene, by solution process_biogenic_short",polybutadiene_biogenic_short,PRODUCT,kg,1.0,intermediate,0.888,ihsmarkit,0.03576773228873528,0.03576773228873528,,,
2035,"polymeric_mdi, by phosgenation_biogenic_short",polymeric_mdi_biogenic_short,PRODUCT,kg,1.0,intermediate,0.72,ihsmarkit,30.30279300522746,30.30279300522746,,,
2036,"pur_rigid, from polymeric MDI and polyol_biogenic_short",polymeric_mdi_biogenic_short,RAW MATERIALS,kg,-0.6398,intermediate,0.72,ihsmarkit,47.36291498159965,-30.302793005227457,,,
2037,"polyol_polyester, from adipic acid and deg_biogenic_short",polyol_polyester_biogenic_short,PRODUCT,kg,1.0,intermediate,0.475,ihsmarkit,5.4467352228839605,5.4467352228839605,,,
2038,"pur_rigid, from polymeric MDI and polyol_biogenic_short",polyol_polyester_biogenic_short,RAW MATERIALS,kg,-0.115,intermediate,0.475,ihsmarkit,47.36291498159965,-5.4467352228839605,,,
2039,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",polyol_polyether_biogenic_short,PRODUCT,kg,1.0,intermediate,0.609,ihsmarkit,17.195459842160176,17.195459842160176,,,
2040,"pur_flexible, from toluene diisocyanate and polyol_biogenic_short",polyol_polyether_biogenic_short,RAW MATERIALS,kg,-0.66401,intermediate,0.609,ihsmarkit,16.844785366176986,-11.18510593099518,,,
2041,"pur_rigid, from polymeric MDI and polyol_biogenic_short",polyol_polyether_biogenic_short,RAW MATERIALS,kg,-0.1269,intermediate,0.609,ihsmarkit,47.36291498159965,-6.010353911164996,,,
2042,"pp, by gas phase process_biogenic_short",pp_biogenic_short,PRODUCT,kg,1.0,intermediate,0.857,ihsmarkit,57.252245867039065,57.252245867039065,,,
2043,"pp, by gas phase process_biogenic_short",propylene_biogenic_short,RAW MATERIALS,kg,-1.01501,intermediate,0.85714,ihsmarkit,57.252245867039065,-58.11160207750332,,,
2044,"propylene, from ethylene by dimerization and oct_biogenic_short",propylene_biogenic_short,PRODUCT,kg,1.0,intermediate,0.85714,ihsmarkit,0.0,0.0,,,
2045,"propylene_oxide, by the hppo process_biogenic_short",propylene_biogenic_short,RAW MATERIALS,kg,-0.8197127874275201,intermediate,0.85714,ihsmarkit,15.728687117623913,-12.893005959762824,,,
2046,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",propylene_oxide_biogenic_short,RAW MATERIALS,kg,-0.9147,intermediate,0.62,ihsmarkit,17.195459842160176,-15.728687117623911,,,
2047,"propylene_oxide, by the hppo process_biogenic_short",propylene_oxide_biogenic_short,PRODUCT,kg,1.0,intermediate,0.62,ihsmarkit,15.728687117623913,15.728687117623913,,,
2048,"pur_flexible, from toluene diisocyanate and polyol_biogenic_short",pur_flexible_biogenic_short,PRODUCT,kg,1.0,intermediate,0.61,ihsmarkit,16.844785366176986,16.844785366176986,,,
2049,"pur_rigid, from polymeric MDI and polyol_biogenic_short",pur_rigid_biogenic_short,PRODUCT,kg,1.0,intermediate,0.63,ihsmarkit,47.36291498159965,47.36291498159965,,,
2050,"pvc, by suspension polymerization_biogenic_short",pvc_biogenic_short,PRODUCT,kg,1.0,intermediate,0.38,ihsmarkit,20.061375589779725,20.061375589779725,,,
2051,"polymeric_mdi, by phosgenation_biogenic_short",sodium_hydroxide,RAW MATERIALS,kg,-0.1461875990048127,raw_material,0.0,ihsmarkit,30.30279300522746,-4.429892552574035,-0.2488289184431002,-0.0,-1.7843129902880268e-07
2052,"acetic_acid, from methanol carbonylation_biogenic_short",steam_high,UTILITIES,MJ,-2.97504,intermediate,0.0,ihsmarkit,3.6914936162658702,-10.982341168135614,,,
2053,"adipic_acid, from phenol via cyclohexanol_biogenic_short",steam_high,UTILITIES,MJ,-17.298967329426922,intermediate,0.0,ihsmarkit,3.479319993026045,-60.18864288797946,,,
2054,"butene_1, from ethylene by dimerization_biogenic_short",steam_high,UTILITIES,MJ,-9.088,intermediate,0.0,ihsmarkit,1.4595983918256943,-13.264830184911908,,,
2055,"diethylene_glycol, from ethylene via eo_biogenic_short",steam_high,UTILITIES,MJ,-34.20958321467538,intermediate,0.0,ihsmarkit,2.7239122849642685,-93.1839039819617,,,
2056,"dinitrotoluene, from toluene by nitration_biogenic_short",steam_high,UTILITIES,MJ,-0.7040000000000001,intermediate,0.0,ihsmarkit,7.812033806032183,-5.4996717994466575,,,
2057,"ethylene_glycol, from ethylene via eo_biogenic_short",steam_high,UTILITIES,MJ,-23.09536665462812,intermediate,0.0,ihsmarkit,29.037012658088596,-670.6204538936339,,,
2058,"ethylene_oxide, from ethylene by oxygen oxidation_biogenic_short",steam_high,UTILITIES,MJ,-1.2764,intermediate,0.0,ihsmarkit,1.7315828061055296,-2.210192293713098,,,
2059,"gpps, by continuous bulk polymerization_biogenic_short",steam_high,UTILITIES,MJ,-0.2528,intermediate,0.0,ihsmarkit,28.593499266927996,-7.228436614679398,,,
2060,"hdpe, by gas phase process_biogenic_short",steam_high,UTILITIES,MJ,-0.2064,intermediate,0.0,ihsmarkit,35.031680050245676,-7.230538762370707,,,
2061,"hips, by continuous bulk polymerization_biogenic_short",steam_high,UTILITIES,MJ,-0.2528,intermediate,0.0,ihsmarkit,0.5191252872095113,-0.13123487260656447,,,
2062,"nitrobenzene, from benzene by nitration_biogenic_short",steam_high,UTILITIES,MJ,-1.3456,intermediate,0.0,ihsmarkit,31.1633907472147,-41.933458589452094,,,
2063,"pbat, from aliphatic aromatic copolyester process_biogenic_short",steam_high,UTILITIES,MJ,-1.6016,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2064,"pef, from fdca_biogenic_short",steam_high,UTILITIES,MJ,-8.0128,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2065,"pet, by tpa process_biogenic_short",steam_high,UTILITIES,MJ,-0.624,intermediate,0.0,ihsmarkit,88.34835670998919,-55.129374587033254,,,
2066,"phenol, from cumene_biogenic_short",steam_high,UTILITIES,MJ,-11.579544606179915,intermediate,0.0,ihsmarkit,2.339150144278339,-27.08629343622321,,,
2067,"pla, by ring-opening polymerization_biogenic_short",steam_high,UTILITIES,MJ,-7.869760000000001,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2068,"polybutadiene, by solution process_biogenic_short",steam_high,UTILITIES,MJ,-19.19744,intermediate,0.0,ihsmarkit,0.03576773228873528,-0.6866488945490583,,,
2069,"polymeric_mdi, by phosgenation_biogenic_short",steam_high,UTILITIES,MJ,-7.171831295797229,intermediate,0.0,ihsmarkit,30.30279300522746,-217.32651922495566,,,
2070,"polyol_polyester, from adipic acid and deg_biogenic_short",steam_high,UTILITIES,MJ,-1.2608,intermediate,0.0,ihsmarkit,5.4467352228839605,-6.867243769012097,,,
2071,"polyol_polyether, from po and eo by semi-continuous process_biogenic_short",steam_high,UTILITIES,MJ,-1.2608,intermediate,0.0,ihsmarkit,17.195459842160176,-21.68003576899555,,,
2072,"pp, by gas phase process_biogenic_short",steam_high,UTILITIES,MJ,-0.5336533333333334,intermediate,0.0,ihsmarkit,57.252245867039065,-30.55285184776496,,,
2073,"propylene, from ethylene by dimerization and oct_biogenic_short",steam_high,UTILITIES,MJ,-2.565421272024543,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
2074,"propylene_oxide, by the hppo process_biogenic_short",steam_high,UTILITIES,MJ,-23.91284856325169,intermediate,0.0,ihsmarkit,15.728687117623913,-376.11771314250836,,,
2075,"pvc, by suspension polymerization_biogenic_short",steam_high,UTILITIES,MJ,-1.824,intermediate,0.0,ihsmarkit,20.061375589779725,-36.59194907575822,,,
2076,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",steam_high,UTILITIES,MJ,-7.259680525623664,intermediate,0.0,ihsmarkit,29.292372273189507,-212.65326454099244,,,
2077,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",steam_high,UTILITIES,MJ,-6.3414375384615385,intermediate,0.0,ihsmarkit,76.04452281277254,-482.23159155931063,,,
2078,"vinyl_chloride, from ethylene by a balanced process_biogenic_short",steam_high,UTILITIES,MJ,-0.9472,intermediate,0.0,ihsmarkit,20.16930579045274,-19.104366444716835,,,
2079,"gpps, by continuous bulk polymerization_biogenic_short",styrene_biogenic_short,RAW MATERIALS,kg,-1.0074999999999998,intermediate,0.923,ihsmarkit,28.593499266927996,-28.80795051142995,,,
2080,"hips, by continuous bulk polymerization_biogenic_short",styrene_biogenic_short,RAW MATERIALS,kg,-0.93315,intermediate,0.923,ihsmarkit,0.5191252872095113,-0.48442176175955554,,,
2081,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",styrene_biogenic_short,PRODUCT,kg,1.0,intermediate,0.923,ihsmarkit,29.292372273189507,29.292372273189507,,,
2082,"dinitrotoluene, from toluene by nitration_biogenic_short",sulfuric_acid,RAW MATERIALS,kg,-0.027,raw_material,0.0,ihsmarkit,7.812033806032183,-0.21092491276286893,-0.0978551855766263,-0.0,-3.103058568171337e-07
2083,"polymeric_mdi, by phosgenation_biogenic_short",sulfuric_acid,RAW MATERIALS,kg,-0.0056633832940273,raw_material,0.0,ihsmarkit,30.30279300522746,-0.17161633166817253,-0.0978551855766263,-0.0,-3.103058568171337e-07
2084,"pbat, from aliphatic aromatic copolyester process_biogenic_short",terephthalic_acid_biogenic_short,RAW MATERIALS,kg,-0.3570711340206185,intermediate,0.578,ihsmarkit,0.0,-0.0,,,
2085,"pet, by tpa process_biogenic_short",terephthalic_acid_biogenic_short,RAW MATERIALS,kg,-0.860735,intermediate,0.578,ihsmarkit,88.34835670998919,-76.04452281277254,,,
2086,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",terephthalic_acid_biogenic_short,PRODUCT,kg,1.0,intermediate,0.578,ihsmarkit,76.04452281277254,76.04452281277254,,,
2087,"dinitrotoluene, from toluene by nitration_biogenic_short",toluene_biogenic_short,RAW MATERIALS,kg,-0.52549,intermediate,0.91304,ihsmarkit,7.812033806032183,-4.105145644731852,,,
2088,"pur_flexible, from toluene diisocyanate and polyol_biogenic_short",toluene_diisocyanate_biogenic_short,RAW MATERIALS,kg,-0.38845,intermediate,0.621,ihsmarkit,16.844785366176986,-6.54335687549145,,,
2089,"pvc, by suspension polymerization_biogenic_short",vinyl_chloride_biogenic_short,RAW MATERIALS,kg,-1.00538,intermediate,0.384,ihsmarkit,20.061375589779725,-20.16930579045274,,,
2090,"vinyl_chloride, from ethylene by a balanced process_biogenic_short",vinyl_chloride_biogenic_short,PRODUCT,kg,1.0,intermediate,0.384,ihsmarkit,20.16930579045274,20.16930579045274,,,
2091,"adipic_acid, from phenol via cyclohexanol_biogenic_short",water,UTILITIES,kg,-0.6478476461892667,raw_material,0.0,ihsmarkit,3.479319993026045,-2.2540692678211793,0.0,0.0,0.0
2092,"hips, by continuous bulk polymerization_biogenic_short",water,UTILITIES,kg,-0.208635,raw_material,0.0,ihsmarkit,0.5191252872095113,-0.1083077042969564,0.0,0.0,0.0
2093,"nitrobenzene, from benzene by nitration_biogenic_short",water,UTILITIES,kg,-0.584175,raw_material,0.0,ihsmarkit,31.1633907472147,-18.204873789754146,0.0,0.0,0.0
2094,"pef, from fdca_biogenic_short",water,UTILITIES,kg,-0.03756,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
2095,"pet, by tpa process_biogenic_short",water,UTILITIES,kg,-0.06718,raw_material,0.0,ihsmarkit,88.34835670998919,-5.935242603777074,0.0,0.0,0.0
2096,"phenol, from cumene_biogenic_short",water,UTILITIES,kg,-0.192554043839888,raw_material,0.0,ihsmarkit,2.339150144278339,-0.45041281942945166,0.0,0.0,0.0
2097,"polybutadiene, by solution process_biogenic_short",water,UTILITIES,kg,-2.652168,raw_material,0.0,ihsmarkit,0.03576773228873528,-0.09486203500875048,0.0,0.0,0.0
2098,"polymeric_mdi, by phosgenation_biogenic_short",water,UTILITIES,kg,-1.205678193545816,raw_material,0.0,ihsmarkit,30.30279300522746,-36.535416729935434,0.0,0.0,0.0
2099,"pp, by gas phase process_biogenic_short",water,UTILITIES,kg,-0.1536933333333333,raw_material,0.0,ihsmarkit,57.252245867039065,-8.79928850812479,0.0,0.0,0.0
2100,"propylene_oxide, by the hppo process_biogenic_short",water,UTILITIES,kg,-1.4265565257288977,raw_material,0.0,ihsmarkit,15.728687117623913,-22.43786124879444,0.0,0.0,0.0
2101,"pvc, by suspension polymerization_biogenic_short",water,UTILITIES,kg,-1.201736666666667,raw_material,0.0,ihsmarkit,20.061375589779725,-24.108490630009925,0.0,0.0,0.0
2102,"styrene, from ethylbenzene by dehydrogenation_biogenic_short",water,UTILITIES,kg,-0.1598135331510652,raw_material,0.0,ihsmarkit,29.292372273189507,-4.681317507354715,0.0,0.0,0.0
2103,"terephthalic_acid, from p-xylene by air oxidation_biogenic_short",water,UTILITIES,kg,-1.8881676923076924,raw_material,0.0,ihsmarkit,76.04452281277254,-143.58481115203242,0.0,0.0,0.0
2104,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",carbon_monoxide_biogenic_short,RAW MATERIALS,kg,-0.2601754585424407,intermediate,0.42857142857142855,ihsmarkit,6.543356875491451,-1.70242087548782,,,
2105,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",cooling_water,UTILITIES,MJ,-13.985446396859377,intermediate,0.0,ihsmarkit,6.543356875491451,-91.51176683770694,,,
2106,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",dinitrotoluene_biogenic_short,RAW MATERIALS,kg,-1.1938877788085562,intermediate,0.462,ihsmarkit,6.543356875491451,-7.812033806032183,,,
2107,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",electricity,UTILITIES,kWh,-1.797763940942755,intermediate,0.0,ihsmarkit,6.543356875491451,-11.763411043478383,,,
2108,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",heat_high,UTILITIES,MJ,-16.373880559806672,intermediate,0.0,ihsmarkit,6.543356875491451,-107.14014393948679,,,
2109,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",hydrogen,RAW MATERIALS,kg,-0.0793051174573976,intermediate,0.0,ihsmarkit,6.543356875491451,-0.5189216855765197,,,
2110,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",nitrogen_liquid,UTILITIES,kg,-0.0573646287439168,intermediate,0.0,ihsmarkit,6.543356875491451,-0.3753572379015225,,,
2111,"toluene_diisocyanate, from dinitrotoluene by phosgenation_biogenic_short",oxygen_liquid,RAW MATERIALS,kg,-0.0913277029807078,intermediate,0.0,ihsmarkit,6.543356875491451,-0.5975897532216555,,,
